Emotions,Path
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-02-02-01-01-05.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-02-02-01-02-05.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-02-02-02-01-05.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-02-02-02-02-05.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-03-01-01-01-05.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-03-01-01-02-05.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-03-01-02-01-05.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-03-01-02-02-05.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-03-02-01-01-05.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-03-02-01-02-05.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-03-02-02-01-05.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-03-02-02-02-05.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-04-01-01-01-05.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-04-01-01-02-05.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-04-01-02-01-05.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-04-01-02-02-05.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-04-02-01-01-05.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-04-02-01-02-05.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-04-02-02-01-05.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-04-02-02-02-05.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-05-01-01-01-05.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-05-01-01-02-05.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-05-01-02-01-05.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-05-01-02-02-05.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-05-02-01-01-05.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-05-02-01-02-05.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-05-02-02-01-05.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-05-02-02-02-05.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-06-01-01-01-05.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-06-01-01-02-05.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-06-01-02-01-05.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-06-01-02-02-05.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-06-02-01-01-05.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-06-02-01-02-05.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-06-02-02-01-05.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-06-02-02-02-05.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-07-01-01-01-05.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-07-01-01-02-05.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-07-01-02-01-05.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-07-01-02-02-05.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-07-02-01-01-05.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-07-02-01-02-05.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-07-02-02-01-05.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-07-02-02-02-05.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-08-01-01-01-05.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-08-01-01-02-05.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-08-01-02-01-05.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-08-01-02-02-05.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-08-02-01-01-05.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-08-02-01-02-05.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-08-02-02-01-05.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-08-02-02-02-05.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-01-01-01-01-06.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-01-01-01-02-06.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-01-01-02-01-06.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-01-01-02-02-06.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-02-01-01-01-06.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-02-01-01-02-06.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-02-01-02-01-06.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-02-01-02-02-06.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-02-02-01-01-06.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-02-02-01-02-06.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-02-02-02-01-06.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-02-02-02-02-06.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-03-01-01-01-06.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-03-01-01-02-06.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-03-01-02-01-06.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-03-01-02-02-06.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-03-02-01-01-06.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-03-02-01-02-06.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-03-02-02-01-06.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-03-02-02-02-06.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-04-01-01-01-06.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-04-01-01-02-06.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-04-01-02-01-06.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-04-01-02-02-06.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-04-02-01-01-06.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-04-02-01-02-06.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-04-02-02-01-06.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-04-02-02-02-06.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-05-01-01-01-06.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-05-01-01-02-06.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-05-01-02-01-06.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-05-01-02-02-06.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-05-02-01-01-06.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-05-02-01-02-06.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-05-02-02-01-06.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-05-02-02-02-06.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-06-01-01-01-06.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-06-01-01-02-06.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-06-01-02-01-06.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-06-01-02-02-06.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-06-02-01-01-06.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-06-02-01-02-06.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-06-02-02-01-06.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-06-02-02-02-06.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-07-01-01-01-06.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-07-01-01-02-06.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-07-01-02-01-06.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-07-01-02-02-06.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-07-02-01-01-06.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-07-02-01-02-06.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-07-02-02-01-06.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-07-02-02-02-06.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-08-01-01-01-06.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-08-01-01-02-06.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-08-01-02-01-06.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-08-01-02-02-06.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-08-02-01-01-06.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-08-02-01-02-06.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-08-02-02-01-06.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_06/03-01-08-02-02-02-06.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-01-01-01-01-07.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-01-01-01-02-07.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-01-01-02-01-07.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-01-01-02-02-07.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-02-01-01-01-07.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-02-01-01-02-07.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-02-01-02-01-07.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-02-01-02-02-07.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-02-02-01-01-07.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-02-02-01-02-07.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-02-02-02-01-07.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-02-02-02-02-07.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-03-01-01-01-07.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-03-01-01-02-07.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-03-01-02-01-07.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-03-01-02-02-07.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-03-02-01-01-07.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-03-02-01-02-07.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-03-02-02-01-07.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-03-02-02-02-07.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-04-01-01-01-07.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-04-01-01-02-07.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-04-01-02-01-07.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-04-01-02-02-07.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-04-02-01-01-07.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-04-02-01-02-07.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-04-02-02-01-07.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-04-02-02-02-07.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-05-01-01-01-07.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-05-01-01-02-07.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-05-01-02-01-07.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-05-01-02-02-07.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-05-02-01-01-07.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-05-02-01-02-07.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-05-02-02-01-07.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-05-02-02-02-07.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-06-01-01-01-07.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-06-01-01-02-07.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-06-01-02-01-07.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-06-01-02-02-07.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-06-02-01-01-07.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-06-02-01-02-07.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-06-02-02-01-07.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-06-02-02-02-07.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-07-01-01-01-07.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-07-01-01-02-07.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-07-01-02-01-07.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-07-01-02-02-07.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-07-02-01-01-07.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-07-02-01-02-07.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-07-02-02-01-07.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-07-02-02-02-07.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-08-01-01-01-07.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-08-01-01-02-07.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-08-01-02-01-07.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-08-01-02-02-07.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-08-02-01-01-07.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-08-02-01-02-07.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-08-02-02-01-07.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_07/03-01-08-02-02-02-07.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-01-01-01-01-08.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-01-01-01-02-08.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-01-01-02-01-08.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-01-01-02-02-08.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-02-01-01-01-08.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-02-01-01-02-08.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-02-01-02-01-08.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-02-01-02-02-08.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-02-02-01-01-08.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-02-02-01-02-08.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-02-02-02-01-08.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-02-02-02-02-08.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-03-01-01-01-08.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-03-01-01-02-08.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-03-01-02-01-08.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-03-01-02-02-08.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-03-02-01-01-08.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-03-02-01-02-08.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-03-02-02-01-08.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-03-02-02-02-08.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-04-01-01-01-08.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-04-01-01-02-08.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-04-01-02-01-08.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-04-01-02-02-08.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-04-02-01-01-08.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-04-02-01-02-08.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-04-02-02-01-08.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-04-02-02-02-08.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-05-01-01-01-08.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-05-01-01-02-08.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-05-01-02-01-08.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-05-01-02-02-08.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-05-02-01-01-08.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-05-02-01-02-08.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-05-02-02-01-08.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-05-02-02-02-08.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-06-01-01-01-08.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-06-01-01-02-08.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-06-01-02-01-08.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-06-01-02-02-08.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-06-02-01-01-08.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-06-02-01-02-08.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-06-02-02-01-08.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-06-02-02-02-08.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-07-01-01-01-08.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-07-01-01-02-08.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-07-01-02-01-08.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-07-01-02-02-08.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-07-02-01-01-08.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-07-02-01-02-08.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-07-02-02-01-08.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-07-02-02-02-08.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-08-01-01-01-08.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-08-01-01-02-08.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-08-01-02-01-08.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-08-01-02-02-08.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-08-02-01-01-08.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-08-02-01-02-08.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-08-02-02-01-08.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_08/03-01-08-02-02-02-08.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_09/03-01-01-01-01-01-09.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_09/03-01-01-01-01-02-09.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_09/03-01-01-01-02-01-09.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_09/03-01-01-01-02-02-09.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_09/03-01-02-01-01-01-09.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_09/03-01-02-01-01-02-09.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_09/03-01-02-01-02-01-09.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_09/03-01-02-01-02-02-09.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_09/03-01-02-02-01-01-09.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_09/03-01-02-02-01-02-09.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_09/03-01-02-02-02-01-09.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_09/03-01-02-02-02-02-09.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_09/03-01-03-01-01-01-09.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_09/03-01-03-01-01-02-09.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_09/03-01-03-01-02-01-09.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_09/03-01-03-01-02-02-09.wav
